Sensor Position,Cp for -6.0°,Cp for -5.0°,Cp for -4.0°,Cp for -3.0°,Cp for -2.0°,Cp for -1.0°,Cp for 0.0°,Cp for 1.0°,Cp for 2.0°,Cp for 3.0°,Cp for 4.0°,Cp for 5.0°,Cp for 6.0°,Cp for 7.0°,Cp for 8.0°,Cp for 9.0°,Cp for 9.34°,Cp for 10.0°,Cp for 10.5°,Cp for 11.0°,Cp for 11.5°,Cp for 12.0°,Cp for 12.5°,Cp for 13.0°,Cp for 13.5°,Cp for 14.0°,Cp for 14.5°,Cp for 15.0°,Cp for 15.5°,Cp for 16.0°,Cp for 9.5°
7.79506,0.11004840380608401,0.07234305083761246,0.06510576744792952,0.0591193725453523,0.05709412451860975,0.0522692689254878,0.04113040477840379,0.039968865468948504,0.02936609638776693,0.023081870893021675,0.01620198421394038,-0.007118151152815717,-0.02314143701145528,-0.039194505929311646,-0.06504620132949593,-0.11811961285383737,-0.19445359362650133,-0.25369209840872087,-0.3232653247391707,-0.3902772079769755,-0.4291143171956856,-0.4468948035481165,-0.5027082565204037,-0.5456852109702492,-0.49925342165125464,-0.43286698265700263,-0.3618343864249295,-0.3861075796866232,-0.3213889920085121,-0.25845738788340916,0.10858903390446069
12.0143,0.107338145417355,0.09923715331038481,0.10668291811458534,0.12106813571630079,0.12845433440206774,0.12839476828363414,0.11603479870866124,0.11400955068191869,0.09983281449472085,0.08771110939348237,0.07791248291115446,0.03916472287009484,0.018257015299899725,-0.004437675823303522,-0.030200022045837396,-0.08631130561029267,-0.1512085916437046,-0.21107254066947695,-0.26661794610881295,-0.3097140327955257,-0.3347020194784227,-0.3404203668480487,-0.3794659574812764,-0.421817467687569,-0.3801807509024796,-0.33237894085951214,-0.27620809117662326,-0.3044722143733685,-0.26626054939821137,-0.2162547929732005,0.10858903390446069
16.32276,1.0261753053149185,1.0651315467704958,1.0259966069596178,0.8094142003350323,0.4169330459760135,-0.16875081352240104,-0.9217856827600269,-1.8365127804856718,-2.8488985293832108,-3.8841278847000376,-4.2011387670036795,-4.661852910028392,-5.115925430847758,-4.802339600354048,-5.455422522860086,-6.118929516092004,-6.310315454619176,-6.020645420676558,-5.494617028789397,-5.026189073427533,-4.418852929878503,-1.3839591956863628,-1.2705155231295635,-1.1839957361047533,-1.252347857007314,-1.418269279904119,-1.7411772079326882,-4.965520981802907,-5.526127505440774,-5.929926222302178,1.0168234247208428
20.67013,0.15385928391399997,0.5625424224869593,0.8175449755012194,0.9718807883626882,1.056375327360756,1.046725616174512,0.9829600863913387,0.8923600202538264,0.7164017064009592,0.48504690240484005,0.4275953811756286,0.2784418206178834,0.17038888177932518,0.02352861678127371,-0.09274444640112194,-0.2093153401756856,-0.23978340975447424,-0.2662009832797777,-0.25095205696077505,-0.19177311829698912,-0.09292314475642274,0.6691955575423278,0.729684950811653,0.770487741938672,0.7313825851870107,0.6585630054019295,0.5364226795538238,-0.18641216763796475,-0.2586658692979268,-0.26646903081272894,0.1681849353972818
25.03792,-0.1815277459264092,0.11070363110885365,0.32680950878597015,0.5083670377715961,0.6876312711975283,0.809324851157382,0.8879521274897396,0.9834068322795906,1.018878455806802,1.022928951860287,1.037075904988268,1.0256987763674497,1.0349315247246584,1.014232298568981,1.014827959753317,0.9960348493875147,0.9966305105718508,0.9928480620513169,0.9872190638593413,0.9975835684667884,0.9989833722499782,1.0353782706129104,1.0467553992337288,1.037880047587122,1.0344252127179727,1.0370461219290512,1.0373439525212194,0.9920439194524632,0.987397762214642,0.9844194562929618,-0.16845298293023303
29.41554,-0.22840628113365577,-0.033654856914986445,0.12017464393979674,0.25705758410021945,0.39087286916131164,0.5090818311927994,0.5993245006197099,0.7050245777801408,0.7845155628297859,0.8420862162958644,0.8702312072557424,0.8927472000236448,0.9243172427934552,0.9329841130255445,0.9580018827676584,0.9614269345775907,0.9742634331000324,0.9779267493836991,0.9775097865546637,0.981262452015981,0.973131676849794,0.8935811256817152,0.89605311959671,0.8763069513359701,0.8847951232127587,0.8988527271630893,0.9233939679577343,0.9748888773435852,0.9764673794820757,0.9700640217504632,-0.21836939017759344
33.79772,-0.22381969001426827,-0.08470302041258536,0.02686431941355555,0.12753105956634686,0.22501101238294033,0.3180830724354471,0.3929576833064877,0.4857616958260433,0.5601299946903983,0.6229722496378508,0.6467689139520758,0.6739608470170161,0.7051139269577912,0.720660683868962,0.7499374310790785,0.7598849728574903,0.775014766939626,0.7815670399673225,0.7824903148030433,0.7863323294420107,0.7810011618422031,0.6964768397849186,0.6974894637982898,0.6789644009654389,0.6885247629740324,0.703952387648336,0.7283149300876801,0.7817159552634064,0.7827285792767776,0.7754317297686611,-0.2170291525128374
38.18675,-0.21333605316995388,-0.10489593456157721,-0.011764308390636856,0.065939693106,0.15070227963701896,0.22384947307348504,0.28806174874491053,0.3662124961297994,0.4288760527219512,0.48486820404953923,0.5103625027391219,0.537137472975027,0.5656100775862899,0.5812759667343278,0.6059959058842737,0.6156456170705176,0.630626495856569,0.6378637792462519,0.6395018475031761,0.6431353807276259,0.6395911966808264,0.5687372988040541,0.5691244785738725,0.552207700938729,0.5626317716646096,0.5755576193647018,0.5958994488097777,0.6391742338517913,0.6387870540819728,0.6317284690475907,-0.20386504033901082
42.57527,-0.19522795316613817,-0.10105391992260974,-0.02588147845940108,0.03925407204774525,0.11100146170102167,0.17720920233997287,0.23326091978599453,0.3018215221030731,0.3537631773771761,0.40734290090820324,0.4241703293656964,0.4472224171995013,0.47229975306004873,0.48647648924724657,0.5122686185289972,0.5246583711631869,0.5382692292252654,0.5442854071870595,0.5494676594907831,0.5527140129454146,0.5493485272539159,0.48436189204285357,0.4831705696741815,0.4669388024010243,0.47655873052805137,0.49067590059681565,0.5107794655681571,0.5481869879444606,0.549944188438252,0.5431238678776042,-0.18498258079555824
46.96278,-0.15731411878314902,-0.07978881564181299,-0.01405760395033062,0.04321521892357994,0.10549159574591327,0.16615968737053927,0.2147954230715772,0.27671440318330887,0.32460556240392674,0.3719010604402086,0.38866892277926823,0.4086831385729593,0.4318245755844146,0.4458821795347452,0.466224008979821,0.47477174697504326,0.4867147537209809,0.4915098262548861,0.4929096300380758,0.4953220578346368,0.4926415825051246,0.43885337755957987,0.43801945190150937,0.4221450813389539,0.43265850124248506,0.4451078199951083,0.46321591999892403,0.4927904978012086,0.4923139688537398,0.4872806318461002,-0.15094054411075336
51.35062,-0.12881173111266936,-0.059774599848121945,-0.0019656819083089428,0.04938031218145798,0.10471723620627639,0.15936914986910836,0.2024354534966043,0.2585765201202764,0.3017023898662059,0.34506652408586985,0.3604643657009566,0.37815550287573707,0.3984675492615961,0.41172101061307315,0.43006737509062326,0.437632272131691,0.4479669936799213,0.4515111777267208,0.45207705585184,0.45353642575346337,0.4508857334831679,0.4029052250848997,0.4011182415318916,0.385094955673252,0.3966507826493712,0.40901075222434413,0.4262849265700894,0.45145161160828723,0.4512729132529864,0.44743089861401886,-0.12288490232852572
55.73662,-0.1377764319369268,-0.07517244146320866,-0.023498833722056904,0.021116188984712733,0.07013910445556909,0.1197278980515447,0.1583863089149539,0.2094642554717696,0.24845027998656366,0.2877937012119593,0.30128542703717065,0.3171002314812926,0.33535724678119233,0.34771721635616526,0.3637702852740216,0.3701438599464173,0.3789000793561571,0.38137207327115175,0.3808955443236829,0.3814018563303685,0.3783342012310379,0.3352083314851083,0.33237894085951214,0.3164747872377398,0.32844757704289423,0.34116494332846875,0.3580817209636124,0.3796446558365772,0.3799424864287452,0.37753005863218425,-0.1321176506857344
60.12075,-0.12735236121104604,-0.07052628422538752,-0.023707315136574522,0.015904153621772353,0.05965546761125474,0.10498528373922762,0.13977189690445255,0.18620368622344713,0.22084138409258805,0.25771281140298913,0.2698642995634444,0.2835942898623902,0.299885623253981,0.3110840535194986,0.32535013888434683,0.3305026081288536,0.33773989151853656,0.33896099694642545,0.3375016270448021,0.33687618280124926,0.3333319987544498,0.29401836058827097,0.2902359120677371,0.2740041447945799,0.2867215110801544,0.299885623253981,0.31671305171147424,0.33544659595884274,0.3364294369129972,0.33538702984040913,-0.12166379690063685
64.50502,-0.12362947880894577,-0.07186652189014361,-0.02963414392071815,0.006045961021010839,0.04518090083188888,0.0866687023208943,0.11764308390636855,0.16047112306013006,0.19201138277072355,0.2257853719225772,0.23650727324062595,0.24853962916421407,0.2627759314698455,0.27320000219572627,0.28570888706678316,0.28958068476496746,0.29515011683850945,0.2949714184832086,0.2922909431536964,0.2904146104230379,0.28636411436955284,0.25023726353957176,0.24538262488723303,0.228525413370523,0.2423149697879024,0.2561045262052818,0.27302130384042544,0.2892232880543658,0.2910996207850243,0.2915165836140596,-0.1184174434460054
68.8901,-0.11070363110885365,-0.06212746152624931,-0.02412427796560975,0.007445764804200541,0.04333435116044715,0.08056317518144986,0.10858903390446069,0.14751549230082112,0.17601787997130078,0.20720074297129262,0.21682067109831973,0.2270362604096829,0.23936644692543899,0.24874811057873167,0.2594700118967805,0.26209092110785903,0.26655837999037935,0.2651585762071897,0.26036350367328454,0.2572660655147371,0.2529773049875176,0.21985854313843356,0.21390193129507312,0.1958236143504742,0.21077471007730889,0.22596407027787802,0.24299998014988886,0.2563427906790162,0.2591721813046124,0.261197429331355,-0.10534268044982924
73.28011,-0.09739060363894309,-0.052358618103138195,-0.01801875082616531,0.009887975659978317,0.042023896554907854,0.07657224524639836,0.10147088275164497,0.13741903522632518,0.16291333391590784,0.1916539860601219,0.20041020546986177,0.20874946205056638,0.21959049560548236,0.22795953524540377,0.2371625005433956,0.2382942567936341,0.24055776929411107,0.23751989725399725,0.23183133294358804,0.22751278935715172,0.2218540081059593,0.19138593852717073,0.18396995678218697,0.16553424312698642,0.181855359577794,0.1972829842520975,0.2147656400123604,0.22652994840299726,0.23037196304196472,0.23379701485189697,-0.0922977005128699
77.67783,-0.08708566514992952,-0.044942636358154466,-0.013998037831897018,0.01087081661413279,0.03964125181756368,0.07118151152815716,0.09342945676310839,0.12616103884237395,0.14891529608401083,0.1750052559579295,0.18257015299899726,0.18912242602669374,0.1982956082654688,0.20544354247750132,0.21312757175543628,0.21282974116326825,0.21336583622917069,0.20877924510978316,0.20178022619383465,0.19594274658734145,0.18918199214512735,0.1610965673036829,0.15237013095315985,0.13304092552145527,0.15061293045936855,0.16720209444312734,0.18557824197989428,0.1955257837583062,0.20043998852907854,0.20553289165515173,-0.08249907403054199
82.07965,-0.0785677102139241,-0.03868819392262601,-0.010930382732566394,0.010007107896845526,0.035709888000945794,0.06421227567142546,0.08351169804391326,0.11356280479366665,0.1335770205873577,0.15743325102001623,0.1639259579292791,0.16851254904866664,0.176137012208168,0.18236167158447963,0.18834806648705688,0.18650151681561514,0.18504214691399185,0.17851965694551217,0.16991235283185632,0.16258572026452303,0.15478255874972083,0.12896064640875335,0.11874505709739022,0.0980160478824959,0.11722612107733331,0.13521508884428182,0.15415711450616798,0.16216875743548778,0.16848276598944983,0.17542221878696473,-0.07413003439062059
86.47978,-0.0620083292893821,-0.024034928787959348,0.0005956611843360433,0.018078316944598914,0.04065387583093495,0.06626730675738482,0.08306495215566123,0.1102271021613848,0.12788845627694848,0.14927269279461244,0.15478255874972083,0.15746303407923304,0.16368769345554468,0.16854233210788344,0.17303957404962056,0.1694953900028211,0.16595120595602164,0.15767151549375064,0.1470687464125691,0.13804447946987802,0.12902021252718698,0.10546181268669645,0.0936677212368428,0.0715686912979756,0.09247639886817072,0.11195451959595934,0.1320580845673008,0.13774664887771002,0.14563915957016257,0.1543358128614688,-0.0578387009990298
100,-0.047891159220617874,-0.01128777944316802,0.010543202962747966,0.024839071386813003,0.044644805765986444,0.0676671105405745,0.08169493143168834,0.10635530446320053,0.12148509854533603,0.14012929361505416,0.14468610167522492,0.14531154591877776,0.1498981370381653,0.15374015167713276,0.15665889148037937,0.15129794082135498,0.14528176285956096,0.1348279090744634,0.12237859032184009,0.11150777370770729,0.10135175051477777,0.08023556153006503,0.06674383570485365,0.04318543586436314,0.06588012698756639,0.08696653291306232,0.10811250495699185,0.1115375567669241,0.120889437361,0.13170068785669917,-0.04363218175261517
,-0.026417573525303516,0.009024266942691055,0.029217181091682923,0.04059430971250135,0.05768978570294579,0.07746573702290244,0.08875351646607045,0.11100146170102167,0.12309338374304334,0.1391166696016829,0.14275020282613277,0.14129083292450945,0.14432870496462327,0.14677091582040105,0.14808137042594036,0.1406653886809566,0.1320580845673008,0.11951941663702709,0.10501506679844443,0.09247639886817072,0.08106948718813549,0.06254442435528454,0.04735506415471544,0.022099029938867205,0.04672961991116259,0.06939452797514904,0.09170203932853385,0.09265509722347152,0.10349613077838751,0.11627306318239564,-0.022813823360070457
,-0.009649711186243902,0.02573256316331707,0.0454787314240569,0.05414560165614633,0.06853081925786178,0.0854475968930054,0.09402511794744443,0.11380106926740106,0.12351034657207857,0.13724033687102435,0.13989102914131976,0.13613836368000268,0.1377764319369268,0.13866992371343087,0.13840187618047964,0.12860324969815173,0.11683894130751488,0.10161979804772897,0.08482215264945256,0.07043693504773711,0.05763021958451219,0.04199411349569105,0.024958203623680213,-0.0017274174345745254,0.02451145773542818,0.04893356629320595,0.07284936284429809,0.07058585034382113,0.08321386745174525,0.09834366153388076,-0.006284225494745256
,0.010394287666663955,0.04699766744411381,0.06784580889587533,0.07511287534477505,0.08756219409739835,0.10164958110694579,0.10760619295030623,0.12488036729605147,0.1322367829226016,0.1431969487143848,0.14492436614895932,0.13872948983186448,0.13872948983186448,0.13801469641066125,0.1360192314431355,0.12351034657207857,0.10844011860837667,0.09045115084142817,0.07085389787677235,0.05432430001144714,0.04008799770581571,0.027638678953192407,0.008845568587390242,-0.01968660214230623,0.00854773799522222,0.03499509457974254,0.06037026103245798,0.05459234754439836,0.06927539573828184,0.08699631597227912,0.013461942765994576
,0.019478120727788616,0.057123907577826545,0.08095035495126827,0.08845568587390243,0.09971368225785364,0.11186517041830893,0.11540935446510839,0.13050936548802708,0.13530443802193223,0.1430480334183008,0.14379260989872084,0.1350959566074146,0.1333983222320569,0.13080719608019512,0.12702474755966123,0.11144820758927369,0.09194030380226828,0.07058585034382113,0.0483081220496531,0.02963414392071815,0.014087387009547425,0.005033337007639566,-0.016023285858639564,-0.04693810132568021,-0.016023285858639564,0.01283649852244173,0.04005821464659891,0.030229805105054196,0.046848752148029804,0.06695231711937126,0.02248620970868563
,0.03326767714516802,0.07109216235050676,0.09893932271821679,0.10924426120723034,0.12106813571630079,0.13113480973157993,0.1331600577583225,0.14623482075449862,0.14888551302479403,0.1539784161508672,0.15356145332183196,0.14140996516137666,0.13798491335144442,0.13336853917284008,0.12723322897417882,0.10814228801620866,0.08374996251764769,0.05894067419005148,0.03371442303342005,0.012091922042021678,-0.005152469244506774,-0.010572986021964768,-0.03499509457974254,-0.06859038537629539,-0.03559075576407858,-0.00262090921107859,0.027608895893975603,0.012896064640875338,0.03186787336197831,0.055098659551084,0.03624598306684823
,0.107338145417355,0.09923715331038481,0.10668291811458534,0.12106813571630079,0.12845433440206774,0.12839476828363414,0.11603479870866124,0.11400955068191869,0.09983281449472085,0.08771110939348237,0.07791248291115446,0.03916472287009484,0.018257015299899725,-0.004437675823303522,-0.030200022045837396,-0.08631130561029267,-0.1512085916437046,-0.21107254066947695,-0.26661794610881295,-0.3097140327955257,-0.3347020194784227,-0.3404203668480487,-0.3794659574812764,-0.421817467687569,-0.3801807509024796,-0.33237894085951214,-0.27620809117662326,-0.3044722143733685,-0.26626054939821137,-0.2162547929732005,0.10858903390446069
